,HCHO reading,Location,Current Date
2155,8.082623468883076e-05,"Deniyaya, Matara",2019-11-26
2156,8.082623468883076e-05,"Deniyaya, Matara",2019-11-27
2157,0.0001039900997813,"Deniyaya, Matara",2019-11-28
2158,0.0001039900997813,"Deniyaya, Matara",2019-11-29
2159,0.0001545732520753,"Deniyaya, Matara",2019-11-30
2160,0.0001545732520753,"Deniyaya, Matara",2019-12-01
2161,0.0002290982823012,"Deniyaya, Matara",2019-12-02
2162,6.279132131055396e-05,"Deniyaya, Matara",2019-12-03
2163,6.279132131055396e-05,"Deniyaya, Matara",2019-12-04
2164,6.279132131055396e-05,"Deniyaya, Matara",2019-12-05
2165,6.279132131055396e-05,"Deniyaya, Matara",2019-12-06
2166,3.668150748126209e-05,"Deniyaya, Matara",2019-12-07
2167,3.668150748126209e-05,"Deniyaya, Matara",2019-12-08
2168,3.668150748126209e-05,"Deniyaya, Matara",2019-12-09
2169,3.668150748126209e-05,"Deniyaya, Matara",2019-12-10
2170,4.62315488663879e-06,"Deniyaya, Matara",2019-12-11
2171,4.62315488663879e-06,"Deniyaya, Matara",2019-12-12
2172,4.62315488663879e-06,"Deniyaya, Matara",2019-12-13
2173,0.0001486373962426,"Deniyaya, Matara",2019-12-14
2174,0.0001227165762943,"Deniyaya, Matara",2019-12-15
2175,0.0001229212800705,"Deniyaya, Matara",2019-12-16
2176,0.0001877353206509,"Deniyaya, Matara",2019-12-17
2177,0.0001877353206509,"Deniyaya, Matara",2019-12-18
2178,5.3307634495522295e-05,"Deniyaya, Matara",2019-12-19
2179,3.737863824244148e-05,"Deniyaya, Matara",2019-12-20
2180,3.737863824244148e-05,"Deniyaya, Matara",2019-12-21
2181,8.239901598712222e-05,"Deniyaya, Matara",2019-12-22
2182,8.239901598712222e-05,"Deniyaya, Matara",2019-12-23
2183,0.0001175895423397,"Deniyaya, Matara",2019-12-24
2184,6.322827935514696e-05,"Deniyaya, Matara",2019-12-25
2185,0.0002801681133864,"Deniyaya, Matara",2019-12-26
2186,2.508077095769896e-05,"Deniyaya, Matara",2019-12-27
2187,0.0001125148774131,"Deniyaya, Matara",2019-12-28
2188,0.0001125148774131,"Deniyaya, Matara",2019-12-29
2189,5.958212666452036e-05,"Deniyaya, Matara",2019-12-30
2190,3.443339602476807e-05,"Deniyaya, Matara",2019-12-31
2191,5.582477187917614e-05,"Deniyaya, Matara",2020-01-01
2192,4.323339089751243e-05,"Deniyaya, Matara",2020-01-02
2193,0.0001348303220805,"Deniyaya, Matara",2020-01-03
2194,7.345198097368317e-05,"Deniyaya, Matara",2020-01-04
2195,2.321362493548122e-05,"Deniyaya, Matara",2020-01-05
2196,5.4160664857132805e-05,"Deniyaya, Matara",2020-01-06
2197,8.050683431295243e-05,"Deniyaya, Matara",2020-01-07
2198,4.716895767844027e-05,"Deniyaya, Matara",2020-01-08
2199,0.0001577781896422,"Deniyaya, Matara",2020-01-09
2200,0.0001793478869622,"Deniyaya, Matara",2020-01-10
2201,9.41050512969195e-05,"Deniyaya, Matara",2020-01-11
2202,0.0001152762997662,"Deniyaya, Matara",2020-01-12
2203,0.0001152762997662,"Deniyaya, Matara",2020-01-13
2204,3.034482369753957e-05,"Deniyaya, Matara",2020-01-14
2205,3.034482369753957e-05,"Deniyaya, Matara",2020-01-15
2206,7.061637462092352e-06,"Deniyaya, Matara",2020-01-16
2207,-3.063655407360958e-05,"Deniyaya, Matara",2020-01-17
2208,-3.063655407360958e-05,"Deniyaya, Matara",2020-01-18
2209,0.0002380160347689,"Deniyaya, Matara",2020-01-19
2210,8.649788570140081e-05,"Deniyaya, Matara",2020-01-20
2211,5.912812620378361e-05,"Deniyaya, Matara",2020-01-21
2212,0.0001127059149439,"Deniyaya, Matara",2020-01-22
2213,4.176835190634863e-05,"Deniyaya, Matara",2020-01-23
2214,0.0001065585373179,"Deniyaya, Matara",2020-01-24
2215,0.0001661374720926,"Deniyaya, Matara",2020-01-25
2216,7.276855495625505e-05,"Deniyaya, Matara",2020-01-26
2217,6.942144958326742e-05,"Deniyaya, Matara",2020-01-27
2218,6.942144958326742e-05,"Deniyaya, Matara",2020-01-28
2219,0.0001887968234636,"Deniyaya, Matara",2020-01-29
2220,7.285972572016812e-05,"Deniyaya, Matara",2020-01-30
2221,0.0002529024599017,"Deniyaya, Matara",2020-01-31
2222,0.0001415127839008,"Deniyaya, Matara",2020-02-01
2223,7.155292117745567e-05,"Deniyaya, Matara",2020-02-02
2224,3.034274868696229e-06,"Deniyaya, Matara",2020-02-03
2225,0.0002128889628819,"Deniyaya, Matara",2020-02-04
2226,0.0002128889628819,"Deniyaya, Matara",2020-02-05
2227,0.0002128889628819,"Deniyaya, Matara",2020-02-06
2228,9.207190091336028e-05,"Deniyaya, Matara",2020-02-07
2229,0.0001354965851584,"Deniyaya, Matara",2020-02-08
2230,0.0001354965851584,"Deniyaya, Matara",2020-02-09
2231,0.0001617020217739,"Deniyaya, Matara",2020-02-10
2232,0.0001742292469876,"Deniyaya, Matara",2020-02-11
2233,0.0002540055798295,"Deniyaya, Matara",2020-02-12
2234,3.371115622175777e-05,"Deniyaya, Matara",2020-02-13
2235,0.0001794127728646,"Deniyaya, Matara",2020-02-14
2236,0.0001794127728646,"Deniyaya, Matara",2020-02-15
2237,0.0001794127728646,"Deniyaya, Matara",2020-02-16
2238,0.0002209353604297,"Deniyaya, Matara",2020-02-17
2239,6.674241804341922e-05,"Deniyaya, Matara",2020-02-18
2240,0.0001222466447894,"Deniyaya, Matara",2020-02-19
2241,8.883904957213684e-05,"Deniyaya, Matara",2020-02-20
2242,-1.5101279314800582e-05,"Deniyaya, Matara",2020-02-21
2243,0.0001415435780818,"Deniyaya, Matara",2020-02-22
2244,0.0001415435780818,"Deniyaya, Matara",2020-02-23
2245,6.469066327585497e-05,"Deniyaya, Matara",2020-02-24
2246,2.3133790736772745e-05,"Deniyaya, Matara",2020-02-25
2247,6.435616459262533e-05,"Deniyaya, Matara",2020-02-26
2248,0.0001474108560456,"Deniyaya, Matara",2020-02-27
2249,7.261802893327325e-05,"Deniyaya, Matara",2020-02-28
2250,0.0002432750616004,"Deniyaya, Matara",2020-02-29
2251,0.0002432750616004,"Deniyaya, Matara",2020-03-01
2252,0.0002432750616004,"Deniyaya, Matara",2020-03-02
2253,0.0001371470386965,"Deniyaya, Matara",2020-03-03
2255,9.590982845119733e-05,"Deniyaya, Matara",2020-03-05
2256,9.590982845119733e-05,"Deniyaya, Matara",2020-03-06
2257,9.590982845119733e-05,"Deniyaya, Matara",2020-03-07
2258,8.151255612816e-05,"Deniyaya, Matara",2020-03-08
2259,0.0002133951068221,"Deniyaya, Matara",2020-03-09
2260,8.807318490189663e-05,"Deniyaya, Matara",2020-03-10
2261,0.0001212261634002,"Deniyaya, Matara",2020-03-11
2262,0.0001866045606144,"Deniyaya, Matara",2020-03-12
2263,0.0002164612674754,"Deniyaya, Matara",2020-03-13
2264,0.0001451271620085,"Deniyaya, Matara",2020-03-14
2265,7.107494193457907e-05,"Deniyaya, Matara",2020-03-15
2266,1.4219102992139211e-05,"Deniyaya, Matara",2020-03-16
2267,0.0002336150704328,"Deniyaya, Matara",2020-03-17
2268,0.0002336150704328,"Deniyaya, Matara",2020-03-18
2269,6.550971145592522e-05,"Deniyaya, Matara",2020-03-19
